Niveau,Structure_hierarchique,Code,Titres_de_classes,Definitions_de_la_classe
4,Sous-classe (Domaine),RDF5070206,Planification des transports,Cette sous-classe comprend la recherche et le développement expérimental en planification des transports.
4,Sous-classe (Domaine),RDF5070207,Analyses du milieu urbain et développement urbain,Cette sous-classe comprend la recherche et le développement expérimental en analyses du milieu urbain et développement urbain.
4,Sous-classe (Domaine),RDF5070208,Aménagement urbain et études de milieu urbain,Cette sous-classe comprend la recherche et le développement expérimental en aménagement urbain et études de milieu urbain.
4,Sous-classe (Domaine),RDF5070209,Études paysagères (sauf l'architecture),"Cette sous-classe comprend la recherche et le développement expérimental en études paysagères, sauf l'architecture."
4,Sous-classe (Domaine),RDF5070210,Conception et développement des villes intelligentes et analyses connexes,Cette sous-classe comprend la recherche et le développement expérimental en conception et développement des villes intelligentes et analyses connexes.
4,Sous-classe (Domaine),RDF5070299,"Urbanisme et planification régionale, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en urbanisme et planification régionale, n.c.a."
3,Classe,RDF50799,Autres géographie humaine et sociale,Cette classe comprend la recherche et le développement expérimental en autres géographie humaine et sociale.
4,Sous-classe (Domaine),RDF5079999,Autres géographie humaine et sociale,Cette sous-classe comprend la recherche et le développement expérimental en autres géographie humaine et sociale.
2,Groupe,RDF508,Médias et communication,Ce groupe comprend la recherche et le développement expérimental en médias et communication.
3,Classe,RDF50801,Études en communication et études des médias,Cette classe comprend la recherche et le développement expérimental en études en communication et études des médias.
4,Sous-classe (Domaine),RDF5080101,Études en communication générale,Cette sous-classe comprend la recherche et le développement expérimental en études en communication générale.
4,Sous-classe (Domaine),RDF5080102,Études des technologies des communications et des médias numériques,Cette sous-classe comprend la recherche et le développement expérimental en études des technologies des communications et des médias numériques.
4,Sous-classe (Domaine),RDF5080103,Communication internationale et communication pour le développement,Cette sous-classe comprend la recherche et le développement expérimental en communication internationale et communication pour le développement.
4,Sous-classe (Domaine),RDF5080104,Études des médias (sauf les médiaux sociaux et médias numériques),Cette sous-classe comprend la recherche et le développement expérimental en études des médias (sauf les médiaux sociaux et médias numériques).
4,Sous-classe (Domaine),RDF5080105,"Communication organisationnelle, interpersonnelle et interculturelle","Cette sous-classe comprend la recherche et le développement expérimental en communication organisationnelle, interpersonnelle et interculturelle."
4,Sous-classe (Domaine),RDF5080106,Études des médias sociaux,Cette sous-classe comprend la recherche et le développement expérimental en études des médias sociaux.
4,Sous-classe (Domaine),RDF5080107,Études sur les relations publiques,Cette sous-classe comprend la recherche et le développement expérimental en études sur les relations publiques.
4,Sous-classe (Domaine),RDF5080108,Études sur la communication politique,Cette sous-classe comprend la recherche et le développement expérimental en études sur la communication politique.
4,Sous-classe (Domaine),RDF5080199,"Études en communication et études des médias, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en études en communication et études des médias, n.c.a."
3,Classe,RDF50802,"Cinéma, télévision et médias numériques","Cette classe comprend la recherche et le développement expérimental en cinéma, télévision et médias numériques."
4,Sous-classe (Domaine),RDF5080201,Études cinématographiques,Cette sous-classe comprend la recherche et le développement expérimental en études cinématographiques.
4,Sous-classe (Domaine),RDF5080202,Études télévisuelles,Cette sous-classe comprend la recherche et le développement expérimental en études télévisuelles.
4,Sous-classe (Domaine),RDF5080203,Études sur les médias interactifs,Cette sous-classe comprend la recherche et le développement expérimental en études sur les médias interactifs.
4,Sous-classe (Domaine),RDF5080204,Études sur les jeux et animation par ordinateur,Cette sous-classe comprend la recherche et le développement expérimental en études sur les jeux et animation par ordinateur.
4,Sous-classe (Domaine),RDF5080299,"Cinéma, télévision et médias numériques, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en cinéma, télévision et médias numériques, n.c.a."
3,Classe,RDF50803,Journalisme et rédaction professionnelle,Cette classe comprend la recherche et le développement expérimental en journalisme et rédaction professionnelle.
4,Sous-classe (Domaine),RDF5080301,Études en journalisme,Cette sous-classe comprend la recherche et le développement expérimental en études en journalisme.
4,Sous-classe (Domaine),RDF5080302,Études sur la rhétorique et l'écriture,Cette sous-classe comprend la recherche et le développement expérimental en études sur la rhétorique et l'écriture.
4,Sous-classe (Domaine),RDF5080303,Rédaction professionnelle,Cette sous-classe comprend la recherche et le développement expérimental en rédaction professionnelle.
4,Sous-classe (Domaine),RDF5080304,Rédaction technique,Cette sous-classe comprend la recherche et le développement expérimental en rédaction technique.
4,Sous-classe (Domaine),RDF5080399,"Journalisme et rédaction professionnelle, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en Journalisme et rédaction professionnelle, n.c.a."
3,Classe,RDF50899,Autres médias et communication,Cette classe comprend la recherche et le développement expérimental en autres médias et communication.
4,Sous-classe (Domaine),RDF5089999,Autres médias et communication,Cette sous-classe comprend la recherche et le développement expérimental en autres médias et communication.
2,Groupe,RDF509,Autres sciences sociales,Ce groupe comprend la recherche et le développement expérimental en autres sciences sociales.
3,Classe,RDF50901,Anthropologie,Cette classe comprend la recherche et le développement expérimental en anthropologie.
4,Sous-classe (Domaine),RDF5090101,Anthropologie du développement,Cette sous-classe comprend la recherche et le développement expérimental en anthropologie du développement.
4,Sous-classe (Domaine),RDF5090102,Anthropologie biologique (physique),Cette sous-classe comprend la recherche et le développement expérimental en anthropologie biologique (physique).
4,Sous-classe (Domaine),RDF5090103,Anthropologie linguistique,Cette sous-classe comprend la recherche et le développement expérimental en anthropologie linguistique.
4,Sous-classe (Domaine),RDF5090104,Anthropologie sociale et culturelle,Cette sous-classe comprend la recherche et le développement expérimental en anthropologie sociale et culturelle.
4,Sous-classe (Domaine),RDF5090105,Anthropologie médicale,Cette sous-classe comprend la recherche et le développement expérimental en anthropologie médicale.
4,Sous-classe (Domaine),RDF5090106,Anthropologie de la sexualité et du genre,Cette sous-classe comprend la recherche et le développement expérimental en anthropologie de la sexualité et du genre.
4,Sous-classe (Domaine),RDF5090199,"Anthropologie, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en anthropologie, n.c.a."
3,Classe,RDF50902,Criminologie,Cette classe comprend la recherche et le développement expérimental en criminologie.
4,Sous-classe (Domaine),RDF5090201,Causes et prévention du crime,Cette sous-classe comprend la recherche et le développement expérimental en causes et prévention du crime.
4,Sous-classe (Domaine),RDF5090202,"Théorie des services correctionnels, traitement et réhabilitation des contrevenants","Cette sous-classe comprend la recherche et le développement expérimental en théorie des services correctionnels, traitement et réhabilitation des contrevenants."
